85,Brian,Goldstein,Bothell
86,Ryan,Cornelsen,Sammamish
87,Cristian,Petculescu,Seattle
88,Betsy,Stadick,Bothell
89,Patrick,Wedge,Bellevue
90,Danielle,Tiedt,Kenmore
91,Kimberly,Zimmerman,Seattle
92,Tom,Vande Velde,Everett
93,Kok-Ho,Loh,Bellevue
94,Russell,Hunter,Seattle
95,Jim,Scardelis,Edmonds
96,Elizabeth,Keyser,Kent
97,Mandar,Samant,Duvall
98,Sameer,Tejani,Duvall
99,Nuan,Yu,Bellevue
100,Lolan,Song,Edmonds
101,Houman,Pournasseh,Redmond
102,Zheng,Mu,Seattle
103,Ebru,Ersan,Sammamish
104,Mary,Baker,Seattle
105,Kevin,Homer,Bellevue
106,John,Kane,Duvall
107,Christopher,Hill,Bothell
108,Jinghao,Liu,Carnation
109,Alice,Ciccu,Snohomish
110,Jun,Cao,Redmond
111,Suroor,Fatima,Edmonds
112,John,Evans,Seattle
113,Linda,Moschell,Bellevue
114,Mindaugas,Krapauskas,Edmonds
115,Angela,Barbariol,Edmonds
116,Michael,Patten,Edmonds
117,Chad,Niswonger,Bothell
118,Don,Hall,Carnation
119,Michael,Entin,Redmond
120,Kitti,Lertpiriyasuwat,Seattle
121,Pilar,Ackerman,Seattle
122,Susan,Eaton,Renton
123,Vamsi,Kuppa,Bothell
124,Kim,Ralls,Bothell
125,Matthias,Berndt,Renton
126,Jimmy,Bischoff,Renton
127,David,Hamilton,Kenmore
128,Paul,Komosinski,Bellevue
129,Gary,Yukish,Edmonds
130,Rob,Caron,Monroe
131,Baris,Cetinok,Seattle
132,Nicole,Holliday,Seattle
133,Michael,Rothkugel,Edmonds
134,Eric,Gubbels,Edmonds
135,Ivo,Salmre,Monroe
136,Sylvester,Valdez,Bellevue
137,Anibal,Sousa,Redmond
138,Samantha,Smith,Bellevue
139,Hung-Fu,Ting,Sammamish
140,Prasanna,Samarawickrama,Redmond
141,Min,Su,Bellevue
142,Olinda,Turner,Bellevue
143,Krishna,Sunkammurali,Edmonds
144,Paul,Singh,Bellevue
145,Cynthia,Randall,Kenmore
146,Jian Shuo,Wang,Monroe
147,Sandra,Reátegui Alayo,Seattle
148,Jason,Watters,Bellevue
149,Andy,Ruth,Bellevue
150,Michael,Vanderhyde,Edmonds
151,Rostislav,Shabalin,Bellevue
152,Yuhong,Li,Seattle
153,Hanying,Feng,Redmond
154,Raymond,Sam,Edmonds
155,Fadi,Fakhouri,Snohomish
156,Lane,Sacksteder,Seattle
157,Linda,Randall,Seattle
158,Shelley,Dyck,Monroe
159,Terrence,Earls,Bellevue
160,Jeff,Hay,Everett
161,Kirk,Koenigsbauer,Seattle
162,Laura,Steele,Duvall
163,Alex,Nayberg,Newport Hills
164,Andrew,Cencini,Sammamish
165,Chris,Preston,Seattle
166,Jack,Richins,Monroe
167,David,Johnson,Kenmore
168,Garrett,Young,Snohomish
169,Susan,Metters,Sammamish
170,George,Li,Carnation
171,David,Yalovsky,Seattle
172,Marc,Ingle,Sammamish
173,Eugene,Zabokritski,Sammamish
174,Benjamin,Martin,Snohomish
175,Reed,Koch,Redmond
176,David,Lawrence,Monroe
177,Russell,King,Bellevue
178,John,Frum,Everett
179,Jan,Miksovsky,Everett
180,Katie,McAskill-White,Seattle
181,Michael,Hines,Monroe
182,Nitin,Mirchandani,Sammamish
183,Barbara,Decker,Sammamish
184,John,Chen,Duvall
185,Stefen,Hesse,Duvall
186,Shane,Kim,Bellevue
187,Yvonne,McKay,Everett
188,Douglas,Hite,Carnation
189,Janeth,Esteves,Monroe
190,Robert,Rounthwaite,Seattle
191,Lionel,Penuchot,Seattle
192,Brenda,Diaz,Seattle
193,Alejandro,McGuel,Seattle
194,Fred,Northup,Snohomish
195,Kevin,Liu,Seattle
196,Shammi,Mohamed,Bellevue
197,Rajesh,Patel,Edmonds
198,Lorraine,Nay,Edmonds
199,Paula,Nartker,Seattle
200,Frank,Lee,Seattle
201,Brian,Lloyd,Snohomish
202,Tawana,Nusbaum,Seattle
203,Ken,Myer,Everett
204,Gabe,Mares,Edmonds
205,Lori,Kane,Redmond
206,Stuart,Munson,Bellevue
207,Greg,Alderson,Bellevue
208,Scott,Gode,Seattle
209,Kathie,Flood,Everett
210,Belinda,Newman,Bothell
211,Hazem,Abolrous,Kenmore
212,Peng,Wu,Bothell
213,Sootha,Charncherngkha,Kenmore
214,Andreas,Berglund,Renton
215,Mark,Harrington,Issaquah
216,Sean,Alexander,Renton
217,Zainal,Arifin,Issaquah
218,Tengiz,Kharatishvili,Issaquah
219,Sean,Chai,Issaquah
220,Karen,Berge,Index
221,Chris,Norred,Issaquah
222,A. Scott,Wright,Newport Hills
223,Sairaj,Uddin,Redmond
224,William,Vong,Bellevue
225,Alan,Brewer,Kenmore
226,Brian,LaMee,Everett
227,Gary,Altman,Renton
228,Christian,Kleinerman,Gold Bar
229,Lori,Penor,Index
230,Stuart,Macrae,Renton
231,Jo,Berry,Index
232,Pat,Coleman,Gold Bar
233,Magnus,Hedlund,Renton
234,Laura,Norman,Renton
235,Paula,Barreto de Mattos,Bellevue
236,Grant,Culbertson,Gold Bar
237,Hao,Chen,Issaquah
238,Vidur,Luthra,Newport Hills
239,Mindy,Martin,Newport Hills
240,Willis,Johnson,Everett
241,David,Liu,Gold Bar
242,Deborah,Poe,Everett
243,Candy,Spoon,Index
244,Bryan,Walton,Newport Hills
245,Barbara,Moreland,Seattle
246,Dragan,Tomic,Gold Bar
247,Janet,Sheperdigian,Sammamish
248,Mike,Seamans,Index
249,Wendy,Kahn,Sammamish
250,Sheela,Word,Sammamish
251,Mikael,Sandberg,Bothell
252,Arvind,Rao,Renton
253,Linda,Meisner,Bellevue
254,Fukiko,Ogisu,Bellevue
255,Gordon,Hee,Bellevue
256,Frank,Pellow,Renton
257,Eric,Kurjan,Renton
258,Erin,Hagens,Bellevue
259,Ben,Miller,Redmond
260,Annette,Hill,Redmond
261,Reinout,Hillmann,Bellevue
262,David,Barber,Newport Hills
263,Jean,Trenary,Redmond
264,Stephanie,Conroy,Issaquah
265,Ashvini,Sharma,Issaquah
266,Peter,Connelly,Issaquah
267,Karen,Berg,Issaquah
268,Ramesh,Meyyappan,Issaquah
269,Dan,Bacon,Issaquah
270,François,Ajenstat,Issaquah
271,Dan,Wilson,Bellevue
272,Janaina,Bueno,Issaquah
273,Brian,Welcker,Issaquah
274,Stephen,Jiang,Redmond
275,Michael,Blythe,Detroit
276,Linda,Mitchell,Nevada
277,Jillian,Carson,Duluth
278,Garrett,Vargas,Calgary
279,Tsvi,Reiter,Memphis
280,Pamela,Ansman-Wolfe,Portland
281,Shu,Ito,San Francisco
282,José,Saraiva,Ottawa
283,David,Campbell,Bellevue
284,Tete,Mensa-Annan,Cambridge
285,Syed,Abbas,Bothell
286,Lynn,Tsoflias,Melbourne
287,Amy,Alberts,Renton
288,Rachel,Valdez,Berlin
289,Jae,Pak,Cambridge
290,Ranjit,Varkey Chudukatil,Bordeaux
1699,David,Robinett,Solingen
1700,Rebecca,Robinson,Seaford
1701,Dorothy,Robinson,Geelong
1702,Carol Ann,Rockne,Lancaster
1703,Scott,Rodgers,East Brisbane
1704,Jim,Rodman,Esher-Molesey
1705,Eric,Rothenberg,Concord
1706,Michael,Rothkugel,St. Leonards
1707,Pablo,Rovira Diez,East Brisbane
1708,Linda,Rousey,Seaford
1709,Luke,Roy,Beverly Hills
1710,Lisa,Roy,Rockhampton
1711,Michael,Ruggiero,Saint-Denis
1712,Pearlie,Rusek,Seaford
1713,Andrea,Rusko,Pantin
1714,Andy,Ruth,Hamburg
1715,Justine,Ryan,Warrnambool
1716,Deanna,Sabella,Salzgitter
1717,Lane,Sacksteder,Paris
1718,Peter,Saddow,Boulogne-sur-Mer
1719,Sharon,Salavaria,East Brisbane
1720,Irving,Schmidt,Coffs Harbour
1721,Raymond,Sam,Stuttgart
1722,Mandar,Samant,London
1723,John,Sandstone,Cliffside
1724,Madalena,Sanchez,Lavender Bay
1725,Thomas,Sanchez,Colma
1726,Ken,Sánchez,Les Ulis
1727,Mikael,Sandberg,Solingen
1728,Mary,Sandidge,Milsons Point
1729,Patrick,Sands,Matraville
1730,José,Saraiva,München
1731,Lloyd,Saunders,Chatou
1732,Vadim,Sazanovich,W. York
1733,K.,Saravan,London
1734,Gary,Schare,Braunschweig
1735,Yvonne,Schleger,Essen
1736,Steve,Schmidt,Rockhampton
1737,Scot,Schulte,Matraville
1738,Barbara,Schultz,Silverwater
1739,Mike,Seamans,Beverly Hills
1740,Scott,Seely,München
1741,Birgit,Seidel,Bendigo
1742,Steven,Selikoff,Burien
1743,Alice,Serventi,Paris La Defense
1744,Joshua,Several,Beaverton
1745,Paul,Shakespear,Caloundra
1746,Alan,Shen,Sydney
1747,David,Shepard,Roncq
1748,Janet,Sheperdigian,Warrington
1749,Megan,Sherman,Saarbrücken
1750,Irma,Sherwood,Hobart
1751,Daniel,Shimshoni,London
1752,Misty,Shock,London
1753,Carlos,Short,Brisbane
1754,Shish,Shridhar,Gateshead
1755,Britta,Simon,Wollongong
1756,Marty,Simpson,Bellingham
1757,David,Simpson,Beaverton
1758,Anne,Sims,Stoke-on-Trent
1759,Mircea,Singer,Lille
1760,Paul,Singh,Burbank
1761,Bonnie,Skelly,Burlingame
1762,Anders,Skjønaa,Bonn
1763,Dianne,Slattengren,Maidenhead
1764,Lanna,Slaven,Les Ulis
1765,Cathy,Sloan,München
1766,Leonard,Smith,Port Macquarie
1767,Mary,Smith,Milton Keynes
1768,Peggy,Smith,Croix
1769,Rolando,Smith,Berkeley
1770,Ben,Adams,Bremerton
1771,Denise,Smith,Roncq
1772,Jeff,Smith,Concord
1773,Samantha,Smith,Cheltenham
1774,Lorrin,Smith-Bates,Pantin
1775,Timothy,Sneath,Gloucestershire
1776,Victoria,Snowden,Paris
1777,David,So,Bonn
1778,Ajay,Solanki,Brisbane
1779,Alma,Son,Werne
1780,Lolan,Song,Warrington
1781,William,Sotelo,Bremerton
1782,Anibal,Sousa,Bottrop
1783,Sylvia,Spencer,Saint Germain en Laye
1784,Phil,Spencer,South Melbourne
2380,Warren,Tang,Hof
2381,Warren,Pal,Drancy
2382,Kelvin,Xie,Burbank
2383,Crystal,Cai,Orly
2384,Crystal,Zeng,Neunkirchen
2385,Laura,Zhang,Orleans
2386,Laura,Wang,Hervey Bay
2387,Laura,Chen,Salzgitter
2388,Laura,Li,Oxford
2389,Laura,Liu,Colma
2390,Laura,Huang,Leipzig
2391,Laura,Wu,Matraville
2392,Francis,Hernandez,Cheltenham
2393,Laura,Lin,Matraville
2394,Laura,Zhou,Hervey Bay
2395,Laura,Ye,Paderborn
2396,Laura,Zhao,East Brisbane
2397,Isabella,Cox,Ballard
2398,Laura,Xu,London
2399,Isabella,Howard,Port Orchard
2400,Laura,Zhu,High Wycombe
2401,Laura,Gao,Silverwater
2402,Isabella,Ward,Saarlouis
2403,Laura,Ma,Goulburn
2404,Francis,Alvarez,Brisbane
2405,Laura,Liang,Burlingame
2406,Laura,Guo,Bellingham
2407,Laura,He,Hamburg
2408,Isabella,Torres,National City
2409,Laura,Zheng,North Ryde
2410,Laura,Hu,Chula Vista
2411,Laura,Cai,Paris
2412,Isabella,Peterson,Victoria
2413,Lisa,Wang,Wokingham
2414,Isabella,Gray,Port Hammond
2415,Lisa,Chen,Les Ulis
2416,Francis,Jimenez,Bonn
2417,Lisa,Li,Geelong
2418,Lisa,Liu,Burbank
2419,Lisa,Yang,Beverly Hills
2420,Lisa,Huang,North Ryde
2421,Lisa,Wu,Melton
2422,Lisa,Lin,Runcorn
2423,Lisa,Zhou,Milton Keynes
2424,Lisa,Ye,Ingolstadt
2425,Lisa,Zhao,Burlingame
2426,Lisa,Lu,Roissy en Brie
2427,Francis,Moreno,Runcorn
2428,Lisa,Xu,München
2429,Lisa,Zhu,Woolston
2430,Lisa,Gao,North Sydney
2431,Lisa,Ma,Hamburg
2432,Lisa,Liang,Burlingame
2433,Lisa,Guo,Wollongong
2434,Lisa,Zheng,Newcastle upon Tyne
2435,Lisa,Hu,Kirkby
2436,Lisa,Cai,Les Ulis
2437,Lisa,Zeng,Courbevoie
2438,Jamie,Zhang,Burlingame
2439,Jamie,Wagner,Dunkerque
2440,Jamie,Chow,Peterborough
2441,Jamie,Li,Essen
2442,Jamie,Liu,Cambridge
2443,Jamie,Yang,Sunbury
2444,Jamie,Huang,Colma
2445,Jamie,Wu,Malabar
2446,Francis,Alonso,Peterborough
2447,Jamie,Lin,Les Ulis
2448,Jamie,Zhou,Cloverdale
2449,Jamie,Ye,London
2450,Jamie,Zhao,Townsville
2451,Jamie,Lu,Rockhampton
2452,Isabella,James,Tacoma
2453,Jamie,Xu,Frankfurt am Main
2454,Jamie,Sun,Warrnambool
2455,Jamie,Zhu,Findon
2456,Jamie,Gao,East Brisbane
2457,Isabella,West,Puyallup
2458,Jamie,Ma,Braunschweig
2459,Francis,Romero,Townsville
2460,Jamie,Liang,Beverly Hills
2461,Isabella,Brooks,Bremerton
2462,Jamie,Guo,Cranbourne
2463,Jamie,Harrison,Colma
2464,Isabella,Kelly,Palo Alto
2465,Isabella,Sandberg,Portland
2466,Jamie,Zheng,Brisbane
2467,Jamie,Hu,Milsons Point
2468,Jamie,Cai,Cheltenham
2469,Jamie,Zeng,Burlingame
2470,Erica,Zhang,Concord
2471,Erica,Wang,Wollongong
2472,Isabella,Price,Port Macquarie
2473,Erica,Chen,South Melbourne
2474,Francis,Navarro,Perth
2475,Erica,Liu,Townsville
2476,Erica,Yang,Frankfurt am Main
2477,Erica,Huang,Colma
2478,Erica,Wu,Colombes
2479,Erica,Lin,London
2480,Erica,Zhou,Paris
2481,Erica,Ye,Townsville
2482,Erica,Zhao,Beverly Hills
2483,Erica,Lu,London
2484,Francis,Gutierrez,Coffs Harbour
2485,Erica,Xu,Oxford
2486,Erica,Sun,Malabar
2487,Erica,Zhu,North Ryde
2488,Erica,Gao,Cloverdale
2489,Erica,Liang,Les Ulis
2490,Erica,He,Leipzig
2491,Erica,Zheng,North Ryde
2492,Erica,Hu,Braunschweig
2493,Kelvin,Tang,Watford
2494,Francis,Torres,Pantin
2495,Erica,Cai,Offenbach
2496,Erica,Zeng,Bendigo
2497,Kristen,Zhang,Melbourne
2498,Kristen,Wang,Hamburg
2499,Kristen,Chen,Malabar
2500,Kristen,Li,Coffs Harbour
2501,Kristen,Liu,Barstow
2502,Isabella,Bennett,Marysville
2503,Kristen,Huang,Cliffside
2504,Kristen,Wu,Metz
2505,Francis,Dominguez,Kassel
2506,Kristen,Zhou,München
2507,Kristen,Ye,West Sussex
2508,Kristen,Zhao,Newcastle
2509,Kristen,Lu,Bellflower
2510,Kristen,Xu,Bendigo
2511,Kristen,Sun,Tremblay-en-France
2512,Kristen,Gao,Burlingame
2513,Kristen,Ma,Bremerton
2514,Francis,Gill,Paris
2515,Kristen,Guo,Bremerton
2516,Kristen,Zheng,Lavender Bay
2517,Kristen,Hu,Brisbane
2518,Kristen,Cai,Drancy
2519,Isabella,Wood,Grossmont
2520,Kristen,Zeng,Bellingham
2521,Shannon,Wang,Sunbury
2522,Isabella,Barnes,Warrnambool
2523,Shannon,Chow,Hervey Bay
2524,Francis,Vazquez,Hervey Bay
2525,Shannon,Li,Clearwater
2526,Shannon,Liu,Woolston
2527,Shannon,Yang,Goulburn
2528,Shannon,Huang,Burbank
2529,Shannon,Wu,North Sydney
2530,Shannon,Lin,Frankfurt am Main
2531,Shannon,Zhou,Metz
2532,Isabella,Ross,Concord
2533,Isabella,Henderson,Brisbane
2534,Shannon,Ye,Eilenburg
2535,Isabella,Coleman,Solingen
2536,Shannon,Zhao,Silverwater
2537,Francis,Blanco,Warrington
2538,Shannon,Sun,Brisbane
2539,Shannon,Zhu,Cergy
2540,Isabella,Perry,Seattle
2541,Shannon,Gao,Colma
2542,Shannon,Liang,Metz
2543,Shannon,Guo,Coronado
2544,Shannon,He,Orly
2545,Shannon,Zheng,North Ryde
2546,Shannon,Hu,Berlin
2547,Francis,Serrano,Sunbury
2548,Shannon,Cai,Port Macquarie
2549,Shannon,Zeng,Burbank
2550,Isabella,Powell,Hamburg
2551,Dustin,She,Burien
2552,Dustin,Deng,Liverpool
2553,Dustin,Shen,Gold Coast
2554,Dustin,Xie,Hobart
2555,Dustin,Xu,Beverly Hills
2556,Dustin,Luo,North Sydney
2557,Dustin,Yuan,Colombes
2558,Francis,Ramos,Wollongong
2559,Dustin,Kumar,High Wycombe
2560,Dustin,Lal,Springwood
2561,Isabella,Long,Palo Alto
2562,Dustin,Sharma,Darlinghurst
2563,Dustin,Shan,Frankfurt am Main
2564,Dustin,Jai,Paris
2565,Dustin,Pal,Perth
2566,Dustin,Andersen,Berkeley
2567,Dustin,Raje,Versailles
2568,Dustin,Chande,Bellflower
2569,Dustin,Chander,Gold Coast
2570,Francis,Carlson,Springwood
2571,Dustin,Nara,Milsons Point
2572,Dustin,Rai,Oxford
2573,Dustin,Nath,Ballard
2574,Dustin,Goldstein,Lavender Bay
2575,Dustin,Raji,Paris
2576,Dustin,Anand,High Wycombe
2577,Isabella,Hughes,Oak Bay
2578,Gregory,She,Melbourne
2579,Gregory,Shen,Hobart
2580,Francis,Suarez,Paris
2581,Gregory,Xie,Burlingame
2582,Gregory,Tang,Cambridge
2583,Gregory,Xu,Kassel
2584,Gregory,Luo,London
2585,Gregory,Yuan,York
2586,Gregory,Kumar,Bellflower
2587,Gregory,Shan,Newcastle
2588,Isabella,Flores,National City
2589,Gregory,Jai,Cranbourne
2590,Isabella,Washington,Leeds
2591,Francis,Sanz,Lane Cove
2592,Gregory,Pal,Paris
2593,Gregory,Andersen,Saint Germain en Laye
2594,Gregory,Raje,Silverwater
2595,Gregory,Chande,Beaverton
2596,Isabella,Butler,Long Beach
2597,Gregory,Chander,Hobart
2598,Gregory,Nara,Sunbury
2599,Gregory,Rai,Orleans
2600,Gregory,Nath,Chula Vista
2601,Isabella,Simmons,Tacoma
2602,Gregory,Goel,West Sussex
2603,Gregory,Becker,Darlinghurst
2604,Kelvin,Xu,East Brisbane
2605,Gregory,Raji,Bottrop
2606,Gregory,Ferrier,Beaverton
2607,Kenneth,She,Burnaby
2608,Kenneth,Deng,Coffs Harbour
2609,Kenneth,Xie,Braunschweig
2610,Kenneth,Tang,London
2611,Kenneth,Xu,Bonn
2612,Kenneth,Luo,Cloverdale
2613,Francis,Ortega,Darmstadt
2614,Kenneth,Kumar,Hawthorne
2615,Kenneth,Lal,Sunbury
2616,Kenneth,Jai,Paris
2617,Kenneth,Pal,Roubaix
2618,Kenneth,Andersen,Erlangen
2619,Kenneth,Raje,Kirkby
2620,Max,Martin,Hervey Bay
2621,Kenneth,Nara,Dunkerque
2622,Kenneth,Rai,Chula Vista
2623,Kenneth,Nath,Cliffside
2624,Kenneth,Goel,Stuttgart
2625,Kenneth,Becker,Pantin
2626,Heather,Zhang,Cliffside
2627,Heather,Wang,München
2628,Heather,Chen,Les Ulis
2629,Heather,Li,York
2630,Max,Gomez,Pantin
2631,Heather,Yang,Gold Coast
2632,Heather,Huang,Beaverton
2633,Isabella,Foster,Peterborough
2634,Heather,Wu,Warrington
2635,Heather,Lin,Darlinghurst
2636,Heather,Zhou,Seaford
2637,Heather,Zhao,Wollongong
2638,Heather,Lu,München
2639,Heather,Xu,Dresden
2640,Heather,Sun,London
2641,Max,Ruiz,Saarlouis
2642,Heather,Zhu,Sèvres
2643,Heather,Gao,Paris
2644,Heather,Ma,London
2645,Heather,Liang,Milton Keynes
2646,Heather,He,Roissy en Brie
2647,Heather,Zheng,Les Ulis
2648,Heather,Hu,Drancy
2649,Isabella,Gonzales,Cheltenham
2650,Heather,Cai,Saint Ouen
2651,Isabella,Bryant,Langley
2652,Heather,Zeng,Lavender Bay
2653,Tiffany,Zhang,Lavender Bay
2654,Tiffany,Wang,Les Ulis
2655,Tiffany,Chen,Matraville
2656,Tiffany,Li,Burien
2657,Tiffany,Liu,Saint-Denis
2658,Isabella,Alexander,Torrance
2659,Tiffany,Yang,Wollongong
2660,Tiffany,Huang,Burlingame
2661,Isabella,Russell,Victoria
2662,Pieter,Wycoff,Clarkston
2663,Tiffany,Lin,Paderborn
2664,Tiffany,Zhou,Paris
2665,Max,Hernandez,North Sydney
2666,Tiffany,Ye,Bellflower
2667,Isabella,Griffin,Santa Cruz
2668,Tiffany,Zhao,Courbevoie
2669,Tiffany,Lu,Darlinghurst
2670,Tiffany,Xu,Paris
2671,Tiffany,Sun,Ingolstadt
2672,Tiffany,Zhu,Rockhampton
2673,Isabella,Diaz,Villeneuve-d'Ascq
2674,Tiffany,Gao,Goulburn
2675,Tiffany,Ma,Cliffside
2676,Tiffany,Liang,Warrnambool
2677,Natalie,Stewart,Peterborough
2678,Tiffany,Guo,North Sydney
2679,Max,Alvarez,Geelong
2680,Natalie,Sanchez,Chula Vista
2681,Max,Jimenez,Paris
2682,Max,Moreno,Les Ulis
2683,Natalie,Morris,Spring Valley
2684,Kelvin,Luo,Paris
2685,Natalie,Rogers,Corvallis
2686,Natalie,Reed,Lebanon
2687,Max,Ferrier,Bonn
2688,Natalie,Cook,Woodland Hills
2689,Max,Romero,Matraville
2690,Natalie,Morgan,Caloundra
2691,Max,Moyer,Burien
2692,Natalie,Blue,Coronado
2693,Max,Gutierrez,Suresnes
2694,Natalie,Murphy,Redwood City
2695,Max,Torres,Roubaix
2696,Natalie,Bailey,Oregon City
2697,Max,Gill,Les Ulis
2698,Natalie,Rivera,Oregon City
2699,Natalie,Cooper,Glendale
2700,Natalie,Richardson,Grossmont
2701,Max,Vazquez,Pantin
2702,Natalie,Cox,Lynnwood
2703,Natalie,Howard,Haney
2704,Natalie,Ward,Victoria
2705,Max,Blanco,Berkshire
2706,Kelvin,Yuan,Oxon
2707,Max,Serrano,Townsville
2708,Natalie,Torres,Marysville
2709,Natalie,Peterson,W. Linn
2710,Natalie,Gray,Newcastle upon Tyne
2711,Natalie,Ramirez,San Gabriel
2712,Natalie,James,Glendale
2713,Natalie,Watson,Lebanon
2714,Max,Suarez,Gloucestershire
2715,Max,Sanz,Colombes
2716,Natalie,Brooks,Mill Valley
2717,Natalie,Kelly,Redmond
2718,Max,Rubio,St. Leonards
2719,Max,Ortega,East Brisbane
2720,Natalie,Sanders,Bottrop
2721,Andy,Martin,Essen
2722,Andy,Gomez,Malabar
2723,Natalie,Barnes,Palo Alto
2724,Natalie,Ross,Port Hammond
2725,Natalie,Henderson,Saint-Denis
2726,Andy,Diaz,Duesseldorf
2727,Andy,Hernandez,Bellflower
2728,Natalie,Coleman,Redwood City
2729,Natalie,Jenkins,Chula Vista
2730,Natalie,Perry,Shawnee
2731,Andy,Alvarez,Concord
2732,Natalie,Powell,Berkeley
2733,Andy,Jiménez,Boulogne-sur-Mer
2734,Natalie,Long,Westminster
2735,Andy,Munoz,Bremerton
2736,Natalie,Patterson,Haney
2737,Natalie,Hughes,Los Angeles
2738,Andy,Alonso,Bellingham
2739,Natalie,Flores,Port Orchard
2740,Andy,Romero,Paris
2741,Andy,Navarro,Berlin
2742,Andy,Gutierrez,Tremblay-en-France
2743,Kelvin,Lal,Villeneuve-d'Ascq
2744,Andy,Torres,Mühlheim
2745,Andy,Dominguez,Sunbury
2746,Natalie,Butler,Esher-Molesey
2747,Andy,Gill,Pantin
2748,Natalie,Simmons,Salem
2749,Natalie,Foster,Salem
2750,Andy,Vazquez,Goulburn
2751,Natalie,Gonzales,National City
2752,Natalie,Bryant,Sedro Woolley
2753,Natalie,Alexander,Peterborough
2754,Andy,Blanco,Lille
2755,Natalie,Russell,Kirkby
2756,Andy,Serrano,Courbevoie
2757,Natalie,Griffin,Lakewood
2758,Natalie,Diaz,San Gabriel
2759,Alexandra,Stewart,Berkeley
2760,Alexandra,Sanchez,Lynnwood
2761,Alexandra,Morris,Milwaukie
2762,Andy,Carlson,Roncq
2763,Alexandra,Reed,Beaverton
2764,Alexandra,Cook,Lakewood
2765,Andy,Suarez,Saint-Denis
2766,Alexandra,Morgan,Portland
2767,Alexandra,Bell,Los Angeles
2768,Alexandra,Rogers,Saint Germain en Laye
2769,Alexandra,Murphy,Kirkland
2770,Kelvin,Sharma,Townsville
2771,Andy,Rubio,München
2772,Alexandra,Bailey,Woodland Hills
2773,Alexandra,Rivera,Santa Monica
2774,Andy,Ortega,Paderborn
2775,Alexandra,Cooper,Westminster
2776,Alexandra,Richardson,Woodburn
2777,Alfredo,Martin,Cliffside
2778,Alfredo,Gomez,Port Macquarie
2779,Alexandra,Cox,Burien
2780,Alexandra,Howard,Newton
2781,Alfredo,Ruiz,Perth
2782,Alexandra,Wagner,Shawnee
2783,Alfredo,Diaz,Paris
2784,Marcel,Truempy,Yakima
2785,Alfredo,Hernandez,Mühlheim
2786,Alexandra,Gray,Lynnwood
2787,Alexandra,Ramirez,Bellingham
2788,Alexandra,James,Werne
2789,Alexandra,Watson,Goulburn
2790,Alfredo,Jiménez,Burien
